gene	log2FoldChange	pvalue
TSPAN6	-0.857113193	0
TCEB3	-0.86122957	0
NXN	-0.862507487	0
ATP1A3	-0.879940989	0
TLE4;TLE1;TLE2	-0.879995352	0
WDR45	-0.884269919	0
MUC16	-0.885544637	0
CDCA8	-0.886011968	0
KANK1	-0.908560292	0
BAIAP2L1	-0.913645263	0
ZNRF2	-0.932456716	0
RNF123	-0.93557553	0
RPTOR	-0.960194464	0
PIK3CD	-0.969514521	0
PRKAR1B	-0.985780349	0
ELMSAN1	-1.002905823	0
TMED3	-1.013001552	0
NBEA	-1.01728866	0
CENPE	-1.020075633	0
SNX17	-1.034811096	0
RYBP	-1.049334109	0
PPIC	-1.051332995	0
VANGL1	-1.085630053	0
KRT80	-1.0868216	0
ANKRD45	-1.109787351	0
CSNK1G1	-1.156201823	0
PCBP3	-1.165564041	0
XPO6	-1.185960406	0
NDE1	-1.186518174	0
TPCN1	-1.217184678	0
SNX16	-1.232288804	0
CHL1	-1.238652967	0
GVINP1	-1.244947264	0
GGCX	-1.253955194	0
JUN	-1.257574976	0
TBC1D10A	-1.264429305	0
DIEXF	-1.318929241	0
CRIPT	-1.332991798	0
TSPAN14	-1.335200412	0
IFT74	-1.342382108	0
SCOC	-1.345987751	0
MMS22L	-1.353027004	0
SPIN1	-1.353765214	0
ARHGAP10	-1.357803284	0
KNSTRN	-1.367025658	0
SLC39A6	-1.373181214	0
RAD51	-1.380392422	0
PRKCD	-1.410110133	0
EPN2	-1.420205887	0
C1orf50	-1.457437285	0
GRIPAP1	-1.485146957	0
CENPF	-1.521818052	0
CMTR1	-1.532555806	0
CCDC9	-1.550071112	0
HARS2	-1.55366505	0
SAMD4A	-1.55818732	0
WTAP	-1.589591179	0
PARVB	-1.59743039	0
CORO1A	-1.603611506	0
CRADD	-1.624944337	0
BAG5	-1.65836355	0
KRT35	-1.658465062	0
NINJ1	-1.660751504	0
PAN2	-1.663385481	0
ACSF3	-1.682251854	0
TMEM41A	-1.692263984	0
MAB21L1;MAB21L2	-1.705835696	0
TIMM17A	-1.751459302	0
RSL24D1	-1.755390021	0
MKLN1	-1.802861686	0
MROH5	-1.806540016	0
ACTA2;ACTG2	-1.831665282	0
FAM171A1	-1.843257232	0
SMIM12	-1.851530992	0
MAGI1	-1.851993192	0
RSRC1	-1.891167392	0
STK11IP	-1.893315759	0
QTRTD1	-1.902699362	0
TMEM59	-1.94178493	0
MBD3	-1.959831208	0
UBR7	-1.961343033	0
ZWINT	-1.97719335	0
TAF2	-2.006104288	0
MMAB	-2.015511472	0
GCOM2;POLR2M	-2.052695798	0
DNAJC19	-2.071238912	0
AP5S1	-2.104272992	0
CASP1	-2.139189574	0
TFAP2A;TFAP2E;TFAP2B	-2.156653825	0
SYNM	-2.180066836	0
AP1S2	-2.204840754	0
GDE1	-2.267848069	0
SMIM14	-2.277126422	0
TMEM237	-2.30445866	0
ABHD6	-2.366402033	0
ARL8B	-2.488680602	0
TRPM4	-2.504675546	0
DENND4C	-2.569235859	0
TIMP2	-2.810567375	0
PPT2	-3.495379875	0
